Metric,Parameter,ST_Initial,ST_Final,Delta_ST
RVEF,V0.LA,0,0.000432281841389031,0.000432281841389031
RVEF,R.SAR,5.11316970078895e-05,0.000193315935754268,0.000142184238746378
RVEF,V0.RA,0.000965216179684996,0.000129761594329166,-0.000835454585355831
RVEF,E.RA.EA,0.000120147101137106,5.69540359061582e-05,-6.31930652309479e-05
RVEF,vsd.Cd,0.000155268720562581,0,-0.000155268720562581
RVESV,E.RV.EA,0.560636451175988,0.651612711453214,0.0909762602772253
RVESV,V0.RV,0.246901658640798,0.0843758862909089,-0.162525772349889
RVESV,R.PCOX,0.055112102391964,0.078829934768989,0.0237178323770251
RVESV,C.SVEN,0.0548002523966702,0.064284253985029,0.00948400158835876
RVESV,C.PVEN,0.00436448276799229,0.0503155551946002,0.0459510724266079
RVESV,R.SVEN,0.0222132607728351,0.0459916421056353,0.0237783813328002
RVESV,C.PAR,0.0371636195185737,0.0203281379099919,-0.0168354816085818
RVESV,E.LV.EB,0.010088256956028,0.0101752942596302,8.70373036022058e-05
